Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Powerful Medical,https://www.crunchbase.com/organization/powerful-medical,"Jul 28, 2025","$62,621,149",Not Started,"Artificial Intelligence (AI), Big Data, Health Care, Health Diagnostics, Image Recognition, Medical Device","New York, New York, United States",Powerful Medical provides AI solutions that enable medical professionals to diagnose and treat cardiovascular disease.,"12,900",https://www.powerfulmedical.com/,$10M to $50M,"European Commission, LifeX Ventures, EIC Accelerator, Zero One Hundred, Venture to Future Fund","EIC Accelerator, European Commission, Martin Herman, Venture to Future Fund, Zero One Hundred",https://x.com/PowerfulMedical,https://www.linkedin.com/company/powerful-medical/,51-100,"€40,000,000",2019
RealWear,https://www.crunchbase.com/organization/realwear,"Jul 28, 2025","$129,094,220",Not Started,"Artificial Intelligence (AI), Augmented Reality, Electronics, Industrial, Software, Wearables","Vancouver, Washington, United States",RealWear is the global leader in assisted reality wearables,"13,008",http://realwear.com/,$10M to $50M,"JP Morgan Chase, Foundry Group, Qualcomm Ventures, Runway Growth Capital, Fortive","Columbia Ventures Corporation, Foundry Group, Runway Growth Capital, Teradyne",https://x.com/realwearinc,https://www.linkedin.com/company/realwear-inc./,51-100,"$650,000",2016
Project Q,https://www.crunchbase.com/organization/project-q,"Jul 28, 2025","€7,500,000",Not Started,"Artificial Intelligence (AI), Information Technology","Berlin, Berlin, Germany","Q develops defence and security solutions, providing real-time situational awareness, data fusion, and strategic decision support","13,572",https://project-q.ai/,Less than $1M,"Expeditions, Superangel, Project A Ventures",Project A Ventures,,https://www.linkedin.com/company/project-q-gmbh,11-50,"€7,500,000",2024
Local Initiatives Support Corporation,https://www.crunchbase.com/organization/local-initiatives-support-corporation,"Jul 28, 2025","$28,352,678",Not Started,"Association, Business Development, Communities, Health Care, Non Profit","New York, New York, United States","LISC, is one of the organizations in the country supporting projects to revitalize communities.","14,700",http://www.lisc.org/,$100M to $500M,"Bread Financial, Federal Home Loan Bank of Dallas, Washington Trust, PNC Bank, Federal Home Loan Bank of San Francisco","Ameris Bank, BankNewport, Bread Financial, Citizens Charitable Foundation, Community Development Financial Institutions Fund, Dick's Sporting Goods, Federal Home Loan Bank of Dallas, Federal Home Loan Bank of San Francisco, KeyBank Foundation, Michigan Department of Labor and Economic Opportunity, PNC Bank, The Milliken & Company Charitable Foundation, Truist Foundation, Washington Trust",https://x.com/lisc_hq/,https://www.linkedin.com/company/local-initiatives-support-corporation-lisc,501-1000,—,1979
H100 Group,https://www.crunchbase.com/organization/h100-group,"Jul 28, 2025","SEK763,719,915",Not Started,"Generative AI, Health Care, Internet","Stockholm, Stockholms Lan, Sweden","H100 is a data-driven, scalable model to optimize user health journeys by integrating digital health services.","19,233",https://www.h100.group/,—,"UTXO Management, Adam Back, Alundo Invest, Race Venture Scandinavia, Morten Klein",Adam Back,,https://www.linkedin.com/company/h100group/,1-10,"SEK109,000,000",2024
Harmonya,https://www.crunchbase.com/organization/harmonya,"Jul 28, 2025","$20,000,000",Not Started,"Artificial Intelligence (AI), Product Research, Retail Technology","New York, New York, United States","Harmonya offers an API-based data enrichment and augmentation product that assists in category management, innovation, and product search.","19,596",https://www.harmonya.com/,$10M to $50M,"Silicon Road Ventures, Team8, Susa Ventures, W23, Bright Pixel Capital","Bright Pixel Capital, dunnhumby Ventures, W23",,https://www.linkedin.com/company/harmonya-inc/,11-50,—,2021
TakeUp,https://www.crunchbase.com/organization/takeup-1e1c,"Jul 28, 2025","$11,000,000",Not Started,"Artificial Intelligence (AI), Enterprise Software, Hospitality, Information Technology","Cleveland, Ohio, United States","TakeUp is a revenue management tool designed for independent lodging establishments, such as bed & breakfasts and boutique hotels.","19,733",https://takeup.ai/,—,1848 Ventures,1848 Ventures,,https://www.linkedin.com/company/takeup-ai,11-50,"$11,000,000",2021
Weave.AI,https://www.crunchbase.com/organization/weave-ai,"Jul 28, 2025","$7,420,000",Not Started,"Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Machine Learning","Bellevue, Washington, United States",Neuro-Symbolic AI Built For Risk Management And Alpha Discovery,"24,420",https://www.weave.ai/,Less than $1M,Techstars,—,https://x.com/weaveai,https://www.linkedin.com/company/weave-ai,11-50,"$1,500,000",2016
Live Oak Bank,https://www.crunchbase.com/organization/live-oak-banking-company,"Jul 28, 2025","$176,092,240",Not Started,"Banking, Credit, Financial Services, Lending","Wilmington, North Carolina, United States",Live Oak Bank is a financial service company that offers banking services and products for small and medium businesses.,"29,229",https://www.liveoakbank.com/,$100M to $500M,—,—,https://x.com/liveoakbank,https://www.linkedin.com/company/live-oak-bank,1001-5000,"$100,000,000",2008
APERIO,https://www.crunchbase.com/organization/aperio-systems,"Jul 28, 2025","$24,850,000",Not Started,"Artificial Intelligence (AI), Big Data, Data Visualization, Infrastructure, Software","Boston, Massachusetts, United States",APERIO AI uses the power of machine learning to solve a wide range of operational data quality issues for industrial companies.,"32,303",http://www.aperio.ai/,$1M to $10M,"Momenta, National Grid Partners (NGP), Propel(X), Jump Capital, NextEra Energy","Energias de Portugal, Momenta, National Grid Partners (NGP)",,https://www.linkedin.com/company/aperioai/,11-50,"$2,850,000","Jan 1, 2019"
[cafeteria],https://www.crunchbase.com/organization/cafeteria-853c,"Jul 28, 2025","$6,000,000",Not Started,"Brand Marketing, Personal Branding, Teenagers","Los Angeles, California, United States",[cafeteria] is an ongoing production partnership between businesses and teenagers to help build career skills.,"32,711",https://www.teamcafeteria.com/,—,"Collaborative Fund, Imaginary Ventures, Listen, Marquee Ventures, Guy Oseary","Collaborative Fund, Imaginary Ventures",,https://www.linkedin.com/company/team-cafeteria/,11-50,"$3,000,000",2023
Ardagh Group,https://www.crunchbase.com/organization/ardagh-group,"Jul 28, 2025","$2,339,358,475",Not Started,Manufacturing,"Luxembourg, Luxembourg, Luxembourg",Ardagh Group manufactures metal and glass packaging solutions for various industries worldwide.,"33,005",http://www.ardaghgroup.com/,$1B to $10B,—,—,https://x.com/ArdaghGroup,http://www.linkedin.com/company/ardagh-group,10001+,"$1,500,000,000",1932
Raiffeisen Bank International,https://www.crunchbase.com/organization/raiffeisen-bank,"Jul 28, 2025","$239,265,056",Not Started,"Asset Management, Banking, Finance, Financial Exchanges, Financial Services, FinTech, Lending","Vienna, Wien, Austria",Raiffeisen Bank International is a financial services company that offers banking services to individuals and corporations.,"33,656",http://www.rbinternational.com/,$1B to $10B,"European Bank for Reconstruction and Development, International Finance Corporation","European Bank for Reconstruction and Development, International Finance Corporation",https://x.com/RBI_Presse,https://www.linkedin.com/company/raiffeisen-bank-international,10001+,—,1886
Professional Triathletes Organisation,https://www.crunchbase.com/organization/professional-triathletes-organisation,"Jul 28, 2025","$92,500,000",Not Started,"Event Management, Non Profit, Sports","London, England, United Kingdom",Professional Triathletes Organisation is a nonprofit company that organizes events of the triathlon sport.,"33,954",https://protriathletes.org/,$1M to $10M,"Warner Bros Discovery, Eckuity, Cordillera Investment Partners, Michael Moritz, SURJ Sports Investment","Cordillera Investment Partners, Divergent Investments, Michael Moritz, SURJ Sports Investment",https://x.com/protriorg,https://www.linkedin.com/company/protriathletes/,11-50,"$40,000,000",2014
DynaRisk,https://www.crunchbase.com/organization/dynarisk,"Jul 28, 2025","$8,675,894",Not Started,"Cyber Security, Information Technology, Insurance, Security","London, England, United Kingdom",DynaRisk provides cyber security tools for home users and businesses.,"34,283",https://www.dynarisk.com/,$1M to $10M,"YFM Equity Partners, CyLon Ventures, ICP, Nexus Investment Ventures, Jonathan Marland","CyLon Ventures, Nexus Investment Ventures, YFM Equity Partners",https://x.com/dynarisk,https://www.linkedin.com/company/dynarisk/,11-50,"£3,500,000","Feb 1, 2016"
Aptitude Medical Systems,https://www.crunchbase.com/organization/aptitude-medical-systems,"Jul 28, 2025","$73,700,000",Not Started,"Biotechnology, Health Diagnostics, Life Science, Medical, Therapeutics","Goleta, California, United States",Aptitude Medical Systems is a deep-tech healthcare company that offers diagnostic testing solutions with lab-quality results.,"35,007",http://www.aptitudemedical.com/,$1M to $10M,"Bill & Melinda Gates Foundation, TSVC, Biomedical Advanced Research and Development Authority (BARDA)","Bill & Melinda Gates Foundation, Biomedical Advanced Research and Development Authority (BARDA)",,https://www.linkedin.com/company/aptitudemedical,11-50,"$9,000,000",2011
MHV GROUP,https://www.crunchbase.com/organization/mhv-group,"Jul 28, 2025","€20,000,000",Not Started,"Hospitality, Property Management, Real Estate","Limassol, Limassol, Cyprus",MHV GROUP is a hospitality and real estate investment that focuses on risk-adjusted and value-appreciating assets.,"36,456",https://www.mhvgroup.com/,—,Prodea Investment,Prodea Investment,,https://www.linkedin.com/company/mhvgroup,1001-5000,"€20,000,000",2022
Main Street Auto,https://www.crunchbase.com/organization/main-street-auto,"Jul 28, 2025","$60,000,000",Not Started,"Automotive, Consumer","Atlanta, Georgia, United States",Main Street Auto is committed to providing local auto repair shops that have long been a cornerstone of communities.,"39,820",https://mainstreetauto.com/,$100M to $500M,Turning Rock Partners,Turning Rock Partners,,https://www.linkedin.com/company/main-street-auto,501-1000,"$60,000,000",2021
Root Evidence,https://www.crunchbase.com/organization/root-evidence,"Jul 28, 2025","$12,500,000",Not Started,"Cyber Security, Information Technology, Software","Boise, Idaho, United States",Root Evidence will help them cut through the clutter and concentrate first on the few vulnerabilities.,"41,456",https://www.rootevidence.com/,—,"Ballistic Ventures, Grossman Ventures",Ballistic Ventures,https://x.com/rootevidence,https://www.linkedin.com/company/rootevidence,1-10,"$12,500,000",Jul 2025
Blink Ops,https://www.crunchbase.com/organization/blink-ffe8,"Jul 28, 2025","$100,000,000",Not Started,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Productivity Tools, SaaS","Austin, Texas, United States",BlinkOps delivers an AI-powered platform for automating security workflows.,"41,834",https://www.blinkops.com/,$10M to $50M,"Lightspeed Venture Partners, Hetz Ventures, Vertex Ventures Israel, O.G. Venture Partners, Entrée Capital","Entrée Capital, Hetz Ventures, Lightspeed Venture Partners, O.G. Venture Partners, Vertex Ventures Israel",,https://www.linkedin.com/company/blink-ops,101-250,"$50,000,000",2021
The Indianapolis Neighborhood Housing Partnership,https://www.crunchbase.com/organization/the-indianapolis-neighborhood-housing-partnership,"Jul 28, 2025","$7,708,071",Not Started,"Charity, Financial Services, Non Profit","Indianapolis, Indiana, United States",The Indianapolis Neighborhood Housing Partnership operates as a nonprofit homeownership resource.,"46,436",https://www.inhp.org/,$1M to $10M,"Lilly Endowment, Community Development Financial Institutions Fund, Federal Home Loan Bank of Indianapolis, KeyBank Foundation","Community Development Financial Institutions Fund, Federal Home Loan Bank of Indianapolis, KeyBank Foundation, Lilly Endowment",https://x.com/inhp_home,https://www.linkedin.com/company/indianapolis-neighborhood-housing-partnership,51-100,—,1988
Vita Group,https://www.crunchbase.com/organization/vita-group-de5a,"Jul 28, 2025","£311,700,000",Not Started,Real Estate,"Alderley Edge, Cheshire, United Kingdom",Vita Group is a real estate platform that provides student accommodation services.,"50,563",https://www.vitagroup.com/,$50M to $100M,"LaSalle Investment Management, PGIM Real Estate, Cain International, Arini, Puma Property Finance","Arini, Cain International, LaSalle Investment Management, PGIM Real Estate, Puma Property Finance",,https://www.linkedin.com/company/vitagroup/,101-250,—,2013
CHS (Community Health Systems),https://www.crunchbase.com/organization/chs-community-health-systems,"Jul 28, 2025","$3,665,000,000",Not Started,"Health Care, Hospital","Franklin, Tennessee, United States",Community Health Systems is a provider of general hospital healthcare services.,"51,204",http://www.chs.net/,$10B+,—,—,,https://www.linkedin.com/company/community-health-systems,10001+,"$1,790,000,000",1985
3ICE,https://www.crunchbase.com/organization/3ice,"Jul 28, 2025","$19,748,330",Not Started,"Content, Events, Hockey, Media and Entertainment, Sports, Sports Leagues and Teams","New York, New York, United States",3ICE is an independent 3-on-3 professional ice hockey league.,"51,774",https://www.3ice.com/,$1M to $10M,KB Partners,KB Partners,https://x.com/3ICEhockey,https://www.linkedin.com/company/3icehockey,251-500,"$4,799,999",2018
Upland Software,https://www.crunchbase.com/organization/upland-software,"Jul 28, 2025","$1,076,376,300",Not Started,"Cloud Data Services, Enterprise Software, Information Technology, IT Management, Project Management, SaaS, Software","Austin, Texas, United States",Upland is a cloud-based enterprise software that helps businesses communicate with clients on key digital channels.,"57,661",http://www.uplandsoftware.com/,$100M to $500M,"Activant Capital, Sound Point Capital Management, National Association of REALTORS, Regions Bank, Capital One Ventures","Activant Capital, Austin Ventures, CIT Bank, Credit Suisse Loan Funding, HGGC, Sound Point Capital Management, Wells Fargo Capital Finance",https://x.com/uplandsoftware,http://www.linkedin.com/company/upland-software,1001-5000,"$240,000,000",2010
Advance Auto Parts,https://www.crunchbase.com/organization/advance-auto-parts,"Jul 28, 2025","$1,950,000,000",Not Started,"Automotive, Retail","Raleigh, North Carolina, United States","Advance Auto Parts is the largest automotive aftermarket parts provider in North America, serves both the professional installer.","57,710",https://shop.advanceautoparts.com/,$1B to $10B,—,—,https://x.com/aapdeals,http://www.linkedin.com/company/advance-auto-parts,10001+,"$1,950,000,000",1932
CEA Industries,https://www.crunchbase.com/organization/cea-industries,"Jul 28, 2025","$500,000,000",Not Started,"Agriculture, Commercial, Farming","Louisville, Colorado, United States",CEA Industries is an agriculture company that offers indoor cultivation services.,"57,884",https://ceaindustries.com/,$1M to $10M,"YZi Labs, Borderless Capital, Pantera Capital, Blockchain.com, dao5","10X Capital, YZi Labs",https://x.com/CeaIndustries,https://www.linkedin.com/company/ceaindustries,11-50,"$500,000,000",2009
Pahr Therapeutics,https://www.crunchbase.com/organization/pahr-therapeutics,"Jul 28, 2025","$14,000,000",Not Started,Clinical Trials,"Boston, Massachusetts, United States","Pahr Therapeutics is a clinical stage business, is to create innovative ways to treat pulmonary arterial hypertension.","58,848",https://www.pahrtx.com/,—,"RA Capital Management, UTEC - The University of Tokyo Edge Capital Partners, AN Ventures","AN Ventures, RA Capital Management, UTEC - The University of Tokyo Edge Capital Partners",,,—,"$14,000,000",2025
Secure Solar Futures,https://www.crunchbase.com/organization/secure-futures-solar,"Jul 28, 2025","$15,200,000",Not Started,"Energy, Renewable Energy, Solar","Staunton, Virginia, United States","Secure Solar Futures provides affordable rooftop solar to educational institutions, hospitals, businesses, and non-profit organizations.","63,350",https://securefutures.solar/,Less than $1M,Pardee Resources Company,Pardee Resources Company,https://x.com/secfuturesolar,https://www.linkedin.com/company/secure-futures/,11-50,"$15,200,000",2004
MMP Capital,https://www.crunchbase.com/organization/mmp-capital,"Jul 28, 2025","$212,000,000",Not Started,"Finance, Financial Services, Service Industry","Farmingdale, New York, United States","MMP Capital offers financial solutions to employees, customers, vendor partners, and banking partners.","63,551",https://www.mmpcapital.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/mmpcapital/,51-100,"$192,000,000",2013
Ocean Approved,https://www.crunchbase.com/organization/ocean-approved,"Jul 28, 2025","$6,382,057",Not Started,"Food and Beverage, Health Care, Nutrition","Saco, Maine, United States","Ocean Approved is a provider of domestic, fresh, and healthy alternative to imported seaweed products.","63,645",http://oceanapproved.com/,$1M to $10M,"True Wealth Ventures, Fresh Source Capital, Maine Technology Institute","Maine Technology Institute, True Wealth Ventures",https://x.com/oceanapproved,https://www.linkedin.com/company/ocean-approved-llc/,11-50,"$380,000",2006
Seaview Investors,https://www.crunchbase.com/organization/seaview-investors,"Jul 28, 2025","$55,000,000",Not Started,"Asset Management, Financial Services, Project Management","Corona Del Mar, California, United States","Seaview Investors is a hotel investment company that offers asset management, project management and acquisition services.","64,673",https://seaviewinvestors.com/,$1M to $10M,Mesa West Capital,Mesa West Capital,,https://www.linkedin.com/company/seaview-investors-llc,1-10,"$55,000,000",2006
Invest Detroit,https://www.crunchbase.com/organization/invest-detroit,"Jul 28, 2025","$7,354,897",Not Started,"Finance, Financial Services, FinTech","Detroit, Michigan, United States",Detroit Innovate is an early-stage investment fund focused on private sector financing.,"69,669",http://investdetroit.com/,$1M to $10M,"Community Development Financial Institutions Fund, KeyBank Foundation, The Michigan Economic Development Corporation","Community Development Financial Institutions Fund, KeyBank Foundation, The Michigan Economic Development Corporation",,http://www.linkedin.com/company/989445,11-50,—,1995
Ital Gas Storage,https://www.crunchbase.com/organization/ital-gas-storage,"Jul 28, 2025","€800,000,000",Not Started,"Commercial, Energy Storage, Oil and Gas","Milano, Lombardia, Italy",Ital Gas Storage is a gas storage company that offers storage services.,"73,883",https://www.igs.eu/,$10M to $50M,"Deutsche Bank, Societe Generale, UniCredit, Intesa Sanpaolo, BPER Banca",—,,https://www.linkedin.com/company/ital-gas-storage-s-r-l-,11-50,"€800,000,000",—
The Vernon Group,https://www.crunchbase.com/organization/the-vernon-group,"Jul 28, 2025","$49,700,000",Not Started,"Commercial, Real Estate, Real Estate Investment","Santa Barbara, California, United States",The Vernon Group is a real estate investment and development company that provides investment services for commercial sectors.,"79,816",https://thevernongroup.com/,—,Dwight Capital,Dwight Capital,,https://www.linkedin.com/company/thevernongroup,11-50,"$49,700,000",2000
Community First Fund,https://www.crunchbase.com/organization/community-first-fund,"Jul 28, 2025","$8,447,097",Not Started,"Finance, Financial Services, Lending, Non Profit","Lancaster, Pennsylvania, United States",Community First Fund is a lending institution that provides loans and finances to business owners and community developers.,"87,923",https://www.communityfirstfund.org/,$10M to $50M,"Community Development Financial Institutions Fund, Truist Foundation, KeyBank Foundation","Community Development Financial Institutions Fund, KeyBank Foundation, Truist Foundation",https://x.com/CommFirstFund,https://www.linkedin.com/company/community-first-fund/,51-100,—,1992
Community Health Development,https://www.crunchbase.com/organization/community-health-development,"Jul 28, 2025","$8,000,000",Not Started,"Dental, Health Care, Medical, Non Profit","Uvalde, Texas, United States","Community Health Development is a non-profit organization that provides mental, behavioral health, medical, and dental care services.","92,683",https://chdi4health.org/,—,"Superior HealthPlan, Centene Foundation","Centene Foundation, Superior HealthPlan",,,—,"$8,000,000",1983
Celyad,https://www.crunchbase.com/organization/celyad,"Jul 28, 2025","$157,839,546",Not Started,"Biotechnology, Medical Device, Oncology, Therapeutics","Mont-saint-guibert, Brabant Wallon, Belgium",Celyad is a provider of cell therapy treatments with an initial focus on cardiology and oncology.,"97,653",http://www.celyad.com/,Less than $1M,"Fortress Investment Group, Grifols, S.R.I.W., Life Sciences Research Partners V.Z.W., Tolefi Group","CFIP CLYD, Fortress Investment Group, Tolefi Group",https://x.com/CelyadSA,https://www.linkedin.com/company/celyad,11-50,"€1,000,000",2007
Mill City Venture III,https://www.crunchbase.com/organization/mill-city-venture-development,"Jul 28, 2025","$455,400,000",Not Started,"Lending, Real Estate Investment, Venture Capital","Wayzata, Minnesota, United States",Mill City Venture III is a company that offers business investment services.,"134,113",http://www.millcityventures3.com/,—,"Borderless Capital, Pantera Capital, Paper Ventures, FalconX, Galaxy Digital",Karatage,https://x.com/millcity_3,https://www.linkedin.com/company/mill-city-ventures-iii-ltd,1-10,"$450,000,000",2006
Vastned Belgium,https://www.crunchbase.com/organization/vastned-retail-belgium,"Jul 28, 2025","€70,000,000",Not Started,"Property Development, Property Management, Real Estate","Antwerpen, Antwerpen, Belgium","Vastned Retail Belgium commercial real estate, focusing primarily on inner-city shops in prime locations as well as retail warehouses.","149,656",https://www.vastned.be/nl,$10M to $50M,—,—,,https://www.linkedin.com/company/intervest-retail,1-10,"€70,000,000",1987
Eikonoklastes Therapeutics,https://www.crunchbase.com/organization/eikonoklastes-therapeutics,"Jul 27, 2025","$19,531,863",Not Started,"Biopharma, Biotechnology, Life Science","Cincinnati, Ohio, United States",Eikonoklastes is rapidly advancing innovative medicines for numerous areas of significant unmet medical need.,"56,383",https://eikonoklastes.com/,$1M to $10M,"Rev1 Ventures, CincyTech, JobsOhio, Elk Capital Partners",CincyTech,,https://www.linkedin.com/company/eikonoklastes-therapeutics-inc,1-10,"$13,555,109",2019
