Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Prologis,https://www.crunchbase.com/organization/prologis,"May 22, 2025","$3,236,376,071",Not Started,"Industrial, Logistics, Real Estate","San Francisco, California, United States","Prologis is an owner, operator, and developer of industrial real estate, logistics, and supply chain.","16,010",http://www.prologis.com/,$1B to $10B,European Investment Bank,European Investment Bank,https://x.com/prologis,http://www.linkedin.com/company/prologis,1001-5000,"$3,000,000,000",1983
Axle Health,https://www.crunchbase.com/organization/axle-health,"May 22, 2025","$14,400,000",Not Started,"Health Care, Home Health Care","Los Angeles, California, United States",Scheduling and workforce management software for home health care providers,"17,788",https://www.axlehealth.com/,Less than $1M,"Pear VC, Y Combinator, Lightbank, Company Ventures, Pioneer Fund","F-Prime, Pear VC, TRAC, Y Combinator",https://x.com/axlehealth,https://www.linkedin.com/company/axle-health/,11-50,"$10,000,000",2020
Tapestry,https://www.crunchbase.com/organization/tapestry-aa5d,"May 22, 2025","$5,128,180,107",Not Started,"Apparel, Fashion, Retail","New York, New York, United States",Tapestry is a global house of brands that embraces the exploration of individuality.,"18,131",http://www.tapestry.com/,$1B to $10B,—,—,,https://www.linkedin.com/company/27017083,10001+,"$2,000,000,000",1941
Borderless,https://www.crunchbase.com/organization/stockal,"May 22, 2025","$17,176,655",Not Started,"Analytics, Big Data, Finance, FinTech, Stock Exchanges, Trading Platform","New York, New York, United States",Borderless is a platform for affluent individuals across emerging markets worldwide to save on their travel,"19,542",https://borderless.world/,$10M to $50M,"HDFC Bank, Hashed, Sprint Vc, Kristal.AI, Aroa Venture Partners","Credence Family Office, Hashed, HDFC Bank, HDFC Securities, Peak 6, Ritesh Agarwal, ScaleX Partners",https://x.com/get_borderless,https://www.linkedin.com/company/borderless-world,51-100,"$2,400,000",Feb 2016
VIOTAS,https://www.crunchbase.com/organization/viotas,"May 22, 2025","€10,000,000",Not Started,"Electrical Distribution, Energy, Power Grid","Limerick, Limerick, Ireland",VIOTAS is an electric utility company that provides electric power and smart grid technology for commercial or industrial facilities.,"20,021",https://viotas.com/,$1M to $10M,Claret Capital Partners,Claret Capital Partners,https://x.com/VIOTASEnergy,https://www.linkedin.com/company/viotas/,101-250,"€10,000,000",2013
Pixee,https://www.crunchbase.com/organization/pixee,"May 22, 2025","$15,000,000",Not Started,"Cyber Security, Software","Baltimore, Maryland, United States",Your automated product security engineer,"20,481",https://pixee.ai/,—,"Wing Venture Capital, TEDCO, Decibel Partners, PrimeSet, Alex Rice","Decibel Partners, Wing Venture Capital",https://x.com/pixeebot,https://www.linkedin.com/company/pixee/,11-50,"$15,000,000",2022
Impossible Cloud Network,https://www.crunchbase.com/organization/impossible-cloud-network,"May 22, 2025","$65,000,000",Not Started,"Artificial Intelligence (AI), Cloud Computing, IT Infrastructure, Web3","Zug, Zug, Switzerland","DePIN, Decentralized Cloud, AI Infrastructure, Web3 Infrastructure","21,676",https://icn.global/,—,"HV Capital, Protocol Labs, NGP Capital, NoLimit Holdings, 1kx",NGP Capital,https://x.com/icn_protocol,https://www.linkedin.com/company/impossible-cloud-network,11-50,"$34,000,000","Sep 25, 2024"
Davies Group,https://www.crunchbase.com/organization/davies-group,"May 22, 2025","£275,000,000",Not Started,"Commercial Insurance, Financial Services, Insurance, InsurTech","City Of London, England, United Kingdom","Davies Group is a provider of insurance claims service for insurers, reinsurers, and brokers.","22,023",http://www.davies-group.com/,$100M to $500M,"Blackstone Credit, Alberta Investment Management, HGGC",Blackstone Credit,https://x.com/davies_group/with_replies,https://www.linkedin.com/company/daviesgroup,5001-10000,"£275,000,000",1968
Guardian Pharmacy,https://www.crunchbase.com/organization/guardian-pharmacy,"May 22, 2025","$217,500,000",Not Started,"Assisted Living, Elder Care, Health Care, Nursing and Residential Care","Atlanta, Georgia, United States",Guardian Pharmacy offers medication management services for long-term pharmacy care.,"22,532",https://guardianpharmacy.com/,$1B to $10B,"Bank of America, Cadence Bank, Regions Bank",Regions Bank,,https://www.linkedin.com/company/guardian-pharmacy/,1001-5000,"$157,500,000",2004
Bioleum,https://www.crunchbase.com/organization/bioleum,"May 22, 2025","$85,000,000",Not Started,"Biomass Energy, Biotechnology, Fuel","Oklahoma City, Oklahoma, United States","Bioleum is a biotechnology company that converts lignocellulosic biomass into easy to use, deoxygenated feedstock for fuel producers.","22,794",https://bioleum.com/,—,—,—,,https://www.linkedin.com/company/bioleum-corporation,11-50,"$85,000,000",2025
SeqOne Genomics,https://www.crunchbase.com/organization/seqone,"May 22, 2025","€43,000,000",Not Started,"Analytics, Big Data, Biotechnology, Health Care","Montpellier, Languedoc-Roussillon, France",SeqOne is a next generation genomic analysis for next generation healthcare.,"22,860",https://seqone.com/,Less than $1M,"Bpifrance, Supernova Invest, Elaia, Omnes Capital, Mérieux Equity Partners","Elaia, Mérieux Equity Partners, Omnes Capital, Supernova Invest",https://x.com/seqonegenomics,https://www.linkedin.com/company/seqone/,101-250,"€20,000,000",May 2017
Lundbeck,https://www.crunchbase.com/organization/lundbeck,"May 22, 2025","€500,000,000",Not Started,"Health Care, Health Diagnostics, Medical","Valby, Hovedstaden, Denmark",Lundbeck is a pharmaceutical company that develops products to treat people with psychiatric and neurological disorders.,"23,116",http://www.lundbeck.com/,$1B to $10B,Michael J. Fox Foundation,Michael J. Fox Foundation,https://x.com/lundbeck,http://www.linkedin.com/company/lundbeck,5001-10000,"€500,000,000",2000
Doral,https://www.crunchbase.com/organization/doral,"May 22, 2025","$42,500,000",Not Started,"Industrial, Mechanical Engineering","Milwaukee, Wisconsin, United States",Doral is a metal fabrication company.,"27,114",http://www.doralcorp.net/,$10M to $50M,Main Street Capital,Main Street Capital,https://x.com/doralmillwright,https://www.linkedin.com/company/doral-corporation/,11-50,"$42,500,000",1966
Elephant Energy,https://www.crunchbase.com/organization/elephant-energy-3530,"May 22, 2025","$12,311,502",Not Started,"Energy, Renewable Energy, Sustainability","Boulder, Colorado, United States",Elephant Energy is a home electrification platform for homeowners and contractors.,"29,006",https://elephantenergy.com/,$10M to $50M,"Building Ventures, K Street Capital, Daniel Gulati, Reuben Munger",Building Ventures,https://x.com/elephant_energy,https://www.linkedin.com/company/elephant-energy-us,11-50,"$6,499,988",2021
RevenueCat,https://www.crunchbase.com/organization/revenuecat,"May 22, 2025","$118,500,000",Not Started,"Big Data, Developer APIs, Developer Tools, Mobile Apps, Mobile Payments","San Francisco, California, United States",RevenueCat is a subscription management platform for apps that monetize through in-app purchases.,"29,862",https://www.revenuecat.com/,$10M to $50M,"Y Combinator, Index Ventures, Bain Capital Ventures, FundersClub, SaaStr Fund","Adjacent, Bain Capital Ventures, Index Ventures, Jason Lemkin, Y Combinator Continuity Fund",https://x.com/revenuecat,https://www.linkedin.com/company/revenuecat,101-250,"$50,000,000",Dec 2017
Gyre Therapeutics,https://www.crunchbase.com/organization/catalyst-biosciences,"May 22, 2025","$321,314,496",Not Started,"Biopharma, Biotechnology, Life Science, Pharmaceutical","South San Francisco, California, United States",Gyre Therapeutics is a biopharmaceutical company that offers protease therapeutics to address disorders of the coagulation system.,"32,846",https://www.gyretx.com/,$100M to $500M,"New Enterprise Associates, Sofinnova Investments, Essex Woodlands Healthcare Partners, Advent Venture Partners, Novartis Venture Fund","Essex Woodlands Healthcare Partners, Morgenthaler Ventures, Nomura International",https://x.com/catalystbio,https://www.linkedin.com/company/catalyst-biosciences,51-100,"$20,000,000",1997
Lyzer,https://www.crunchbase.com/organization/360hyper,"May 22, 2025","€11,050,000",Not Started,"E-Commerce, Food Delivery, Grocery, Same Day Delivery","Torres Vedras, Lisboa, Portugal","Lyzer is an all-in-one LaaS platform optimizing the supply chain from order to delivery, boosting efficiency, saving costs, and time.","38,694",https://www.lyzer.tech/,$1M to $10M,"Indico Capital Partners, Google for Startups, Lince Capital, LC Ventures, C2 Capital Partners","Google for Startups, Indico Capital Partners, Lince Capital",,https://www.linkedin.com/company/105083819,11-50,"€10,000,000","Apr 1, 2020"
Roxom TV,https://www.crunchbase.com/organization/roxom-tv,"May 22, 2025","$10,000,000",Not Started,"Blockchain, Cryptocurrency, Financial Services","San Francisco, California, United States",Roxom TV is a 24/7 News and Media Channel where Bitcoiners and the broader crypto community become true market insiders.,"39,035",https://roxom.tv/,—,—,—,https://x.com/roxomtv,https://www.linkedin.com/company/roxomtv/,1-10,"$10,000,000",2024
GSA,https://www.crunchbase.com/organization/gsa-global-student-accommodation-c8ef,"May 22, 2025","$500,000,000",Not Started,"Asset Management, Property Development, Real Estate Investment","London, England, United Kingdom",GSA is a real estate asset management company for the student housing sector.,"44,010",https://www.gsagroup.com/,—,Wells Fargo,Wells Fargo,,https://www.linkedin.com/company/global-student-accommodation-group/,101-250,"$500,000,000",2013
Volo Loans,https://www.crunchbase.com/organization/volo-loans,"May 22, 2025","$50,000,000",Not Started,"Financial Services, Lending, Mortgage","Salt Lake City, Utah, United States",Volo Loans is a financial services firm that offers home loan and mortgage services.,"48,259",https://vololoans.com/,$1M to $10M,Gramercy Funds Management,Gramercy Funds Management,,https://www.linkedin.com/company/vololoans,1-10,"$50,000,000",Aug 2022
Hemerion,https://www.crunchbase.com/organization/hemerion,"May 22, 2025","€13,407,920",Not Started,"Health Care, Medical, Oncology","Villeneuve, Picardie, France",Hemerion is focused on creating innovative cancer treatments.,"48,282",https://hemerion.com/,$1M to $10M,"Bpifrance, European Commission, Finovam Gestion, Eurasante, Captech Santé","Bpifrance, European Commission",https://x.com/HemerionTx,https://www.linkedin.com/company/hemerion-therapeutics/,11-50,"€2,500,000",2020
Sveafastigheter,https://www.crunchbase.com/organization/sveafastigheter,"May 22, 2025","SEK1,200,000,000",Not Started,"B2C, Building Material, Property Management","Nacka, Stockholms Lan, Sweden",Sveafastigheter manages and develops housing and community properties.,"48,305",https://sveafastigheter.se/,$100M to $500M,—,—,https://x.com/Sveafastig,https://www.linkedin.com/company/sveafastigheterbostad/,101-250,"SEK1,200,000,000",2015
Boardwalktech,https://www.crunchbase.com/organization/boardwalktech,"May 22, 2025","$26,368,783",Not Started,"Banking, Data Visualization, Enterprise Applications, Enterprise Software, Software, Supply Chain Management","Cupertino, California, United States",Boardwalktech provides patented low code application technology for enterprise applications,"53,370",http://www.boardwalktech.com/,$1M to $10M,"Plug and Play, Montage Capital, Flow Capital, Paradigm Capital, Morado Ventures","Celtic Bank, Flow Capital, Morado Ventures",https://x.com/boardwalktech,http://www.linkedin.com/company/138436,51-100,"CA$400,180",2004
Koning,https://www.crunchbase.com/organization/koning,"May 22, 2025","$18,676,588",Not Started,"Health Care, Image Recognition, Medical, Medical Device","Norcross, Georgia, United States","3D Breast CT, Breast Cancer detection, Breast cancer diagnostics","55,067",https://www.koninghealth.com/,$1M to $10M,"Excell Partners, Erhan Bilici, Dingxin Capital, Sansar Capital","Dingxin Capital, Excell Partners, Sansar Capital",https://x.com/koningcorp,https://www.linkedin.com/company/koning-corporation/,11-50,—,2002
Emtora Biosciences,https://www.crunchbase.com/organization/rapamycin-holdings,"May 22, 2025","$26,826,094",Not Started,"Biotechnology, Health Care, Life Science, Manufacturing, Pharmaceutical","San Antonio, Texas, United States",Emtora Biosciences is a life science company that commercializes a new formulation of an immunosuppressant as a prostate cancer drug.,"58,437",https://emtorabio.com/,$1M to $10M,"Cancer Prevention and Research Institute of Texas, UT Horizon Fund",Cancer Prevention and Research Institute of Texas,,https://www.linkedin.com/company/emtora-biosciences/,1-10,"$3,000,000",2012
Prairie Aquatech,https://www.crunchbase.com/organization/prairie-aquatech,"May 22, 2025","$18,587,206",Not Started,"AgTech, Animal Feed, Aquaculture, Manufacturing, Nutrition","Brookings, South Dakota, United States",Prairie Aquatech specializes in product manufacturing and development.,"93,587",https://www.prairieaquatech.com/,$1M to $10M,National Science Foundation,National Science Foundation,,https://www.linkedin.com/company/prairie-aquatech,11-50,"$16,003,000",2012
TaperedPlus,https://www.crunchbase.com/organization/taperedplus,"May 22, 2025","£5,770,000",Not Started,"Commercial, Construction, Education, Health Care, Retail","Stockton-on-tees, Stockton-on-Tees, United Kingdom",TaperedPlus specialises in the design of flat roofs and insulation.,"101,477",http://www.taperedplus.co.uk/,—,"Business Growth Fund, Innovate UK, Comhar Capital","Business Growth Fund, Comhar Capital, Innovate UK",https://x.com/taperedplus,https://uk.linkedin.com/company/taperedplus,11-50,"£270,000",2014
Consolidated Comunications,https://www.crunchbase.com/organization/consolidated-holdings,"May 22, 2025","$1,931,467,091",Not Started,Telecommunications,"Mattoon, Illinois, United States","Consolidated Communications (CCI) offers residential digital TV, high-speed Internet and voice service in the greater Sacramento.","117,138",http://www.consolidated.com/merger/?from=cci&return=%2F,$1B to $10B,"Morgan Stanley, JP Morgan Chase, Mizuho Bank, Searchlight Capital Partners, Goldman Sachs Bank USA","Maine Connectivity Authority, New Hampshire Department of Business & Economic Affairs, Searchlight Capital Partners",https://x.com/myccitweets,http://www.linkedin.com/company/consolidated-communications,1001-5000,"$1,344,000,000",1894
Green Landscaping,https://www.crunchbase.com/organization/green-landscaping,"May 22, 2025","SEK500,000,000",Not Started,"Facilities Support Services, Field Support, Landscaping","Malmö, Skane Lan, Sweden",Green Landscaping is Sweden's company in creating and managing outdoor environments that people enjoy.,"148,309",http://www.greenlandscaping.se/,$500M to $1B,FSN Capital Partners,—,,https://www.linkedin.com/company/1197887/,1001-5000,"SEK500,000,000",2009
The Fielmann Group,https://www.crunchbase.com/organization/the-fielmann-group,"May 22, 2025","€275,000,000",Not Started,"Eyewear, Fashion, Health Care","Hamburg, Hamburg, Germany",The Fielmann Group is a provider of eyewear services.,"184,813",https://www.fielmann-group.com/,$1B to $10B,—,—,,,10001+,"€275,000,000",1972
World,https://www.crunchbase.com/organization/worldcoin,"May 21, 2025","$135,000,000",Not Started,"Blockchain, Cryptocurrency, Finance, FinTech, Internet, Privacy","San Francisco, California, United States",World connects users through a privacy-focused network with secure digital asset management.,"1,006",https://world.org/,$10M to $50M,"Andreessen Horowitz, Coinbase Ventures, Bain Capital Crypto","Andreessen Horowitz, Bain Capital Crypto",https://x.com/worldcoin,https://www.linkedin.com/company/worldofficial,101-250,"$135,000,000",2019
MasOrange,https://www.crunchbase.com/organization/masorange,"May 21, 2025","€11,000,000,000",Not Started,"Cyber Security, Internet, Network Security, Telecommunications","Madrid, Madrid, Spain","MasOrange is a telecommunications operator company that offers mobile and fixed-line telephony, broadband internet, and television services.","2,292",https://masorange.es/,$1B to $10B,—,—,https://x.com/MASORANGE_ES,https://www.linkedin.com/company/masorange,5001-10000,"€11,000,000,000",2024
Gail,https://www.crunchbase.com/organization/gail,"May 21, 2025","$8,200,000",Not Started,"Artificial Intelligence (AI), Business Development, Information Technology","Miami, Florida, United States","GAIL provides conversational automation and virtual AI employees, primarily for insurance agencies and other regulated industries.","3,078",https://www.meetgail.com/,—,"H20 Capital, NextView Ventures, Act One Ventures, A15, Mangusta Capital","Act One Ventures, H20 Capital",,https://www.linkedin.com/company/meetgail,11-50,"$8,200,000",2024
DataHub,https://www.crunchbase.com/organization/datahubcloud,"May 21, 2025","$65,000,000",Not Started,"Artificial Intelligence (AI), Data Management, Software","Palo Alto, California, United States","DataHub is an open-source metadata platform that unifies data discovery, observability, and governance for AI and data ecosystems.","4,635",https://datahub.com/,$1M to $10M,"Insight Partners, Bessemer Venture Partners, 8VC, MANTIS Venture Capital, SineWave Ventures","8VC, Bessemer Venture Partners",https://x.com/DataHubCloud,https://www.linkedin.com/company/datahub-cloud,101-250,"$35,000,000",2021
Metso,https://www.crunchbase.com/organization/metso,"May 21, 2025","€1,000,000,000",Not Started,Oil and Gas,"Helsinki, Southern Finland, Finland","Metso innovates in sustainable technologies, end-to-end solutions, and services for the aggregates, minerals processing, and metal refining.","7,585",http://www.metso.com/,$1B to $10B,—,—,https://x.com/metsogroup,https://www.linkedin.com/company/4918?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A4918%2Cidx%3A2-1-4%2CtarId%3A1448901802717%2Ctas%3Ametso,10001+,"€300,000,000",1999
Veesion,https://www.crunchbase.com/organization/veesion,"May 21, 2025","$71,011,626",Not Started,"Internet, Software","Paris, Ile-de-France, France",Veesion is a developer of intelligent video surveillance software to facilitate the detection of gestures associated with shoplifting.,"7,614",http://veesion.io/,Less than $1M,"Bpifrance, Founders Future, Verve Ventures, White Star Capital, Aglaé Ventures","Aglaé Ventures, ODYSSEE VENTURE, White Star Capital",,https://www.linkedin.com/company/veesionsas/,101-250,"$43,000,000",2018
Consumer Cellular,https://www.crunchbase.com/organization/consumer-cellular,"May 21, 2025","$4,125,000,000",Not Started,"Mobile, Retail, Service Industry, Telecommunications, Wireless","Scottsdale, Arizona, United States",Consumer Cellular is a mobile virtual network company that offers no-contract smartphones and cellular devices.,"7,834",http://www.consumercellular.com/,$1B to $10B,"Blue Owl, Blackstone Credit, HPS Investment Partners, GTCR, Antares Capital",HPS Investment Partners,https://x.com/Consumer_Cell,https://www.linkedin.com/company/consumer-cellular-inc-,1001-5000,"$3,600,000,000","Oct 1, 1995"
Siro,https://www.crunchbase.com/organization/siro-56d4,"May 21, 2025","$68,000,000",Not Started,"Artificial Intelligence (AI), Sales, Software","New York, New York, United States",Siro builds an AI Coach that identifies opportunities to elevate any sales team.,"9,432",https://www.siro.ai/,$1M to $10M,"Index Ventures, CRV, StepStone Group, 01 Advisors, SignalFire","CRV, Fika Ventures, Index Ventures, SignalFire",https://x.com/siro_app,https://www.linkedin.com/company/siro-ai,11-50,"$50,000,000",2020
Yext,https://www.crunchbase.com/organization/yext,"May 21, 2025","$317,820,006",Not Started,"Advertising, Enterprise Software, Knowledge Management, Natural Language Processing, Product Search, SaaS, Search Engine, Software, Vertical Search","New York, New York, United States",Yext is a leading digital presence platform for multi-location brands.,"9,469",http://www.yext.com/,$100M to $500M,"Insight Partners, BlackRock, IVP, SV Angel, Employee Stock Option Fund","BlackRock, Grape Arbor VC, Insight Partners, IVP, Marker, Michael Walrath, Sutter Hill Ventures",https://x.com/yext,https://www.linkedin.com/company/yext,1001-5000,"$200,000,000","Sep 16, 2006"
Crusoe AI Data Center,https://www.crunchbase.com/organization/crusoe-ai-data-center,"May 21, 2025","$15,000,000,000",Not Started,"Artificial Intelligence (AI), Big Data, Data Center","Denver, Colorado, United States","Crusoe AI Data Center is a joint venture of Crusoe, Blue Owl Capital and Primary Digital Infrastructure.","9,898",https://crusoe.ai/,—,"Blue Owl, Crusoe, Primary Digital Infrastructure","Blue Owl, Crusoe, Primary Digital Infrastructure",https://x.com/CrusoeAI,https://www.linkedin.com/company/crusoe,501-1000,"$11,600,000,000",2024
Telomir Pharmaceuticals,https://www.crunchbase.com/organization/telomir-pharmaceuticals,"May 21, 2025","$9,000,000",Not Started,"Biotechnology, Health Care, Medical, Pharmaceutical","Baltimore, Maryland, United States",Telomir Pharmaceuticals develops a novel treatment that binds critical metals to interrupt enzyme function.,"11,830",https://telomirpharma.com/,—,"Starwood Property Trust, Bayshore Capital","Bayshore Capital, Starwood Property Trust",,https://www.linkedin.com/company/telomir-pharmaceuticals-inc,1-10,"$5,000,000",2022
Moneyfarm,https://www.crunchbase.com/organization/moneyfarm,"May 21, 2025","$200,079,424",Not Started,"Finance, Financial Services, FinTech, Wealth Management","London, England, United Kingdom",Moneyfarm is a digital wealth manager providing investment solutions and services.,"12,470",https://www.moneyfarm.com/,$1M to $10M,"Endeavor Catalyst, Bossa Invest, United Ventures, Allianz X, Allianz","Allianz, Allianz X, Cabot Square Capital, M&G Investments, Poste Italiane",https://x.com/MoneyFarmUK,https://www.linkedin.com/company/moneyfarm,251-500,"£10,000,000",2011
Reconstruct,https://www.crunchbase.com/organization/reconstruct,"May 21, 2025","$27,624,996",Not Started,"Analytics, Computer Vision, Construction, Infrastructure, SaaS","Menlo Park, California, United States",Reconstruct builds a platform that provides actionable analytics to construction managers enabling them to make better decisions.,"12,589",http://www.reconstructinc.com/,$10M to $50M,"Cultivation Capital, National Science Foundation, Serra Ventures, Romulus Capital, Illinois Ventures","Cultivation Capital, National Science Foundation, Nemetschek, Serra Ventures",https://x.com/reconstructinc,https://www.linkedin.com/company/reconstruct-inc.,51-100,—,Jan 2016
