Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Leadoptik,https://www.crunchbase.com/organization/leadoptik,"Sep 2, 2025","$11,499,998",Not Started,"3D Technology, Information Technology, Medical Device, Oncology, Software","San Jose, California, United States",Leadoptik is a deep-tech company specializing in building a miniature imaging platform for image-based early lung cancer diagnosis,"9,174",https://www.leadoptik.com/,$1M to $10M,"SOSV, Sony Innovation Fund, MetaVC Partners, TSVC, Arash Ferdowsi","Applied Ventures, MedTech Innovator, MetaVC Partners, SOSV",https://x.com/LeadOptik,https://www.linkedin.com/company/leadoptik,11-50,"$4,599,998","Oct 30, 2020"
OTIS,https://www.crunchbase.com/organization/otis,"Sep 2, 2025","$500,000,000",Not Started,"Building Maintenance, Commercial, Industrial, Machinery Manufacturing, Manufacturing, Transportation","Farmington, Connecticut, United States","OTIS is a manufacturer and service provider of elevators, escalators, and moving walkways.","9,435",http://www.otis.com/,$10B+,—,—,https://x.com/OtisElevatorCo,https://www.linkedin.com/company/otis_elevators,10001+,"$500,000,000",1853
PepsiCo,https://www.crunchbase.com/organization/pepsico,"Sep 2, 2025","$4,000,018,000",Not Started,"Brand Marketing, Fast-Moving Consumer Goods, Food and Beverage, Manufacturing","Purchase, New York, United States",PepsiCo is a food and beverage company.,"9,783",http://www.pepsico.com/,$10B+,"National Safety Council, Elliott Management Corp.","Elliott Management Corp., National Safety Council",https://x.com/pepsico,http://www.linkedin.com/company/pepsico,10001+,"$4,000,000,000","Aug 28, 1898"
Swobbee,https://www.crunchbase.com/organization/swobbee,"Sep 2, 2025","€8,000,000",Not Started,"Battery, Charging Infrastructure, Fleet Management, Hardware, Professional Services, Sharing Economy, Software","Berlin, Berlin, Germany",Swobbee is a Berlin-based startup that’s working on commercializing battery swapping for micromobility vehicles.,"11,726",https://swobbee.de/,$10M to $50M,"EIT InnoEnergy, VentureOut, SpeedUp Energy Innovation, SINBON Electronics, Clean Future Dividend Fund","Clean Future Dividend Fund, EIT InnoEnergy, SINBON Electronics, SpeedUp Energy Innovation, VentureOut",,https://www.linkedin.com/company/swobbee,11-50,—,"Nov 1, 2017"
Tangany,https://www.crunchbase.com/organization/tangany,"Sep 2, 2025","€17,185,000",Not Started,"B2B, Blockchain, Cloud Infrastructure, Cryptocurrency, Financial Services, SaaS","Munich, Bayern, Germany",Tangany is a regulated crypto custodian based in Germany.,"12,409",https://tangany.com/,$1M to $10M,"HTGF (High-Tech Gruenderfonds), Nauta Capital, Elevator Ventures, C3 Venture Capital, Hackquarters","Baader Bank, Elevator Ventures, Heliad Crypto Partners, HTGF (High-Tech Gruenderfonds), Nauta Capital",https://x.com/tangany,https://www.linkedin.com/company/tangany,11-50,"€10,000,000","Jan 18, 2019"
Predoc,https://www.crunchbase.com/organization/memr-health,"Sep 2, 2025","$36,425,000",Not Started,"Analytics, Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Medical","New York, New York, United States",Predoc provides an AI-native platform for medical record retrieval and analysis and health information management.,"12,607",https://www.predoc.ai/,—,"Northzone, Eniac Ventures, Operator Partners, (ERA) Entrepreneurs Roundtable Accelerator, Travis May","Base 10 Ventures, (ERA) Entrepreneurs Roundtable Accelerator, Northzone",https://x.com/predoc_ai,https://www.linkedin.com/company/predocai,11-50,"$30,000,000","Feb 1, 2022"
The Wyoming Reserve,https://www.crunchbase.com/organization/the-wyoming-reserve,"Sep 2, 2025","$26,144,888",Not Started,"Blockchain, Precious Metals, Security","Casper, Wyoming, United States","The Wyoming Reserve is a high security vault facility that offers blockchain, and precious metals services as well.","13,366",https://www.thewyomingreserve.com/,—,—,—,,https://www.linkedin.com/company/wyomingreserve/,1-10,"$1,478,720",2021
OnsiteIQ,https://www.crunchbase.com/organization/onsiteiq,"Sep 2, 2025","$59,655,627",Not Started,"Artificial Intelligence (AI), Computer Vision, Construction, Enterprise Software, Real Estate","New York, New York, United States",OnsiteIQ is a construction intelligence platform for real estate investors.,"16,590",http://onsiteiq.io/,$1M to $10M,"Anthemis, RET Ventures, Bullpen Capital, MetaProp, Vertical Venture Partners","Anthemis, Bullpen Capital, ValueStream Ventures, Vertical Venture Partners",,https://www.linkedin.com/company/onsiteiq/,11-50,"$5,229,680",2017
Arkema,https://www.crunchbase.com/organization/arkema,"Sep 2, 2025","€1,300,000,000",Not Started,"Industrial, Manufacturing, Plastics and Rubber Manufacturing","Colombes, Ile-de-France, France",Arkema produces speciality chemicals.,"18,294",http://www.arkema.com/,$1B to $10B,—,—,https://x.com/arkema_group,https://www.linkedin.com/company/arkema,10001+,"€500,000,000",2004
Neon Health,https://www.crunchbase.com/organization/neon-health,"Sep 2, 2025","$6,000,000",Not Started,"Artificial Intelligence (AI), Health Care, Hospital","San Francisco, California, United States","Neon accelerates patient access to critical care by jumping through all the hoops to onboard and adhere to life-saving drugs, treatments.","18,434",https://neonhealth.com/,—,"Village Global, Ascend, DigiTx Partners, Olive Capital, NFX",NFX,,https://www.linkedin.com/company/neonhealthdotcom/about/,11-50,"$6,000,000",2023
CleanCore Solutions,https://www.crunchbase.com/organization/cleancore-solutions,"Sep 2, 2025","$176,400,420",Not Started,"CleanTech, Commercial, Environmental Consulting, Sustainability","Omaha, Nebraska, United States",CleanCore Solutions provides an ozone technology offering sanitizing products and services to clean and deodorize any surface.,"19,236",https://cleancoresol.com/,$1M to $10M,"Borderless Capital, Brag House, Pantera Capital, FalconX, GSR",—,https://x.com/cleancoresol,https://www.linkedin.com/company/cleancore-technologies,11-50,"$175,000,420",2010
Cariina,https://www.crunchbase.com/organization/busways,"Sep 2, 2025","$9,098,986",Not Started,"EdTech, Software","Boston, Massachusetts, United States",Organizational Management Platform for K-12 Schools.,"20,343",https://www.cariina.com/,$1M to $10M,"MassChallenge, Atento Capital, Bantam Group, Soaring Startup Circle Venture Partners","Atento Capital, MassChallenge",,https://www.linkedin.com/company/cariina,11-50,"$2,999,998",Jun 2020
Magic Mind,https://www.crunchbase.com/organization/magic-mind,"Sep 2, 2025","$12,811,054",Not Started,"Commercial, Food and Beverage, Food Delivery, Organic Food, Plant-Based Foods","Venice, California, United States","Magic Mind develops mental performance shot, crafted from a unique blend of 12 nootropics, adaptogens, vitamins, and antioxidants.","21,056",https://magicmind.com/,Less than $1M,"Floodgate, Unpopular Ventures, Goat Capital, Audrey Capital",—,https://x.com/magicmind,https://www.linkedin.com/company/magic-mind-1/,11-50,"$12,451,054",2020
Mineralys Therapeutics,https://www.crunchbase.com/organization/mineralys-therapeutics,"Sep 2, 2025","$740,500,000",Not Started,"Biopharma, Biotechnology, Medical, Pharmaceutical","Radnor, Pennsylvania, United States",Mineralys Therapeutics is a clinical-stage biopharmaceutical company committed to developing therapy for the treatment of hypertension.,"22,523",http://www.mineralystx.com/,$10M to $50M,"RA Capital Management, Adams Street Partners, Andera Partners, SR One, TCG Crossover","Andera Partners, HBM Healthcare Investments, RA Capital Management, Samsara BioCapital, TCG Crossover",https://x.com/mineralystx,https://www.linkedin.com/company/mineralys-therapeutics-inc/,51-100,"$287,500,000",2020
Digital Turbine,https://www.crunchbase.com/organization/mandalay-digital-group,"Sep 2, 2025","$430,000,000",Not Started,"Advertising, Content, Digital Media, Mobile, Mobile Advertising","Austin, Texas, United States","The leading independent mobile growth platform — leveling up the landscape for advertisers, publishers, carriers and OEMs.","23,430",http://www.digitalturbine.com/,$100M to $500M,—,—,https://x.com/digitalturbine,https://www.linkedin.com/company/digital-turbine,501-1000,"$430,000,000",1998
Breakout Trading Group,https://www.crunchbase.com/organization/breakout-trading-group,"Sep 2, 2025","$8,429,394",Not Started,"Finance, Financial Services, Trading Platform","Tampa, Florida, United States",Breakout is an evaluation-based prop firm that allows users to trade global markets and gain access to real payouts.,"26,366",https://www.breakoutprop.com/,—,"RockawayX, Round13 Capital, Mechanism Capital, C² Ventures, IOBC Capital",RockawayX,https://x.com/breakoutprop,https://www.linkedin.com/company/breakout-trading-group,1-10,"$1,964,697",2023
Tap Systems,https://www.crunchbase.com/organization/tap-systems-inc,"Sep 2, 2025","$6,521,843",Not Started,"Augmented Reality, Consumer Electronics, Software, Virtual Reality, Wearables","Pasadena, California, United States",Tap Systems is a developer of a wearable Tap Strap & TapXR wearable controllers.,"27,915",http://www.tapwithus.com/,Less than $1M,"StartEngine, Jim Swain",—,https://x.com/tapwithus,https://www.linkedin.com/company/tap-with-us,1-10,"$225,000",Jan 2015
Anebulo Pharmaceuticals,https://www.crunchbase.com/organization/anebulo-pharmaceuticals,"Sep 2, 2025","$25,394,300",Not Started,"Biotechnology, Life Science, mHealth","Austin, Texas, United States",Anebulo is a biotech company developing novel solutions for people suffering from cannabinoid overdose and substance addiction.,"29,278",https://www.anebulo.com/,$1M to $10M,"Merida Capital Holdings, National Institute on Drug Abuse (NIDA), 22NW, LP",National Institute on Drug Abuse (NIDA),https://x.com/AnebuloP,,1-10,"$994,300",2020
Potrero Medical,https://www.crunchbase.com/organization/potrero-medical,"Sep 2, 2025","$75,911,314",Not Started,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical, Medical Device","Hayward, California, United States",Potrero Medical is a predictive health company that is developing the next generation of smart sensors and artificial intelligence.,"31,739",http://www.potreromed.com/,$10M to $50M,"Sonder Capital, Green Park & Golf Ventures, GT Healthcare Capital Partners","GT Healthcare Capital Partners, Sonder Capital",https://x.com/potreromedical,https://www.linkedin.com/company/potrero-medical/,11-50,"$2,278,241",2012
Diamond Infrastructure Solutions,https://www.crunchbase.com/organization/diamond-infrastructure-solutions,"Sep 2, 2025","$2,940,000,000",Not Started,Infrastructure,"Houston, Texas, United States",Diamond Infrastructure Solutions focus on operational efficiencies and new customer acquisition.,"32,823",https://www.diamondinfra.com/en-us.html,—,"Macquarie Asset Management, Macquarie Infrastructure Partners","Macquarie Asset Management, Macquarie Infrastructure Partners",,https://www.linkedin.com/company/diamond-infrastructure-solutions/,1001-5000,"$540,000,000",2023
mopo,https://www.crunchbase.com/organization/mobile-power-2,"Sep 2, 2025","$19,446,535",Not Started,"Clean Energy, CleanTech, Energy, Energy Efficiency","Sheffield, Sheffield, United Kingdom","mopo provides clean, affordable energy to the off-grid market in Africa.","34,977",https://mopo.co/,$10M to $50M,"Octopus Energy Group, Innovate UK, British International Investment, Norfund, Pitch@Palace","All On, Beyond the Grid Fund for Africa, British International Investment, Innovate UK, Norfund, Octopus Energy Group",https://x.com/MobilePowerLtd,https://www.linkedin.com/company/mobile-power-ltd,1001-5000,"£5,000,000","Jul 19, 2013"
Roseman Labs,https://www.crunchbase.com/organization/roseman-labs,"Sep 2, 2025","€9,400,000",Not Started,"Analytics, Information Technology, Software","Utrecht, Utrecht, The Netherlands",Roseman Labs: Decentralized data analytics on encrypted data.,"35,088",http://rosemanlabs.com/,$1M to $10M,"Matterwave Ventures, Mozilla Ventures, NP-Hard Ventures, Golden Egg Check Capital, Giesecke+Devrient Ventures","Giesecke+Devrient Ventures, Matterwave Ventures",,https://www.linkedin.com/company/rosemanlabs/,11-50,"€5,000,000",2020
Burl Concepts,https://www.crunchbase.com/organization/burl-concepts,"Sep 2, 2025","$11,750,489",Not Started,"Finance, Manufacturing, Medical, Medical Device","San Diego, California, United States",Burl Concepts manufactures portable battery-powered ultrasound device for non-invasive and transcranial diagnosis of strokes.,"37,412",http://burlconcepts.com/,$1M to $10M,"Karmel Capital, Acquipharma, James Brailean, K&K Vision GmbH","Acquipharma, James Brailean",,,1-10,"$4,500,000",2013
Givaudan,https://www.crunchbase.com/organization/givaudan,"Sep 2, 2025","€500,000,000",Not Started,"Flowers, Manufacturing","Vernier, Geneve, Switzerland",Givaudan develops and manufactures products across fragrance & beauty and taste & wellbeing.,"42,032",http://www.givaudan.com/,$1B to $10B,—,—,https://x.com/givaudan,https://www.linkedin.com/company/givaudan,10001+,"€500,000,000",1895
Dream Finders Homes,https://www.crunchbase.com/organization/dream-finders-homes,"Sep 2, 2025","$610,000,000",Not Started,"Building Maintenance, Construction, Smart Home","Jacksonville, Florida, United States",Dream Finders Homes is a home builder company that buildsbuilding quality homes at an affordable price point.,"45,755",https://www.dreamfindershomes.com/,$1B to $10B,Boston Omaha,Boston Omaha,https://x.com/Dream_Finders,https://www.linkedin.com/company/dream-finders-homes/,1001-5000,"$300,000,000",2008
Viva Capital Funding,https://www.crunchbase.com/organization/viva-capital-funding,"Sep 2, 2025","$115,500,000",Not Started,Transportation,"El Paso, Texas, United States","Viva Capital Funding provides a simple, fast and reliable funding solution for Viva Capital’s first client, a transportation company.","48,147",https://vivacf.net/,$1M to $10M,—,—,,https://www.linkedin.com/company/viva-capital-funding-llc,11-50,"$30,500,000",1999
SeaTwirl,https://www.crunchbase.com/organization/seatwirl,"Sep 2, 2025","$22,604,295",Not Started,"Energy, Manufacturing, Renewable Energy, Wind Energy","Gothenburg, Vastra Gotaland, Sweden",SeaTwirl is a new ocean based wind power technology developed.,"50,878",https://seatwirl.com/,Less than $1M,"Almi Invest, Horizon Europe, Swedish Energy Agency","Almi Invest, Horizon Europe, Swedish Energy Agency",,https://in.linkedin.com/company/seatwirl-ab,11-50,"€15,000,000",2012
Wholesome Goods,https://www.crunchbase.com/organization/wholesome-goods,"Sep 2, 2025","$15,000,000",Not Started,"Brand Marketing, Customer Service, E-Commerce, Product Design, Shipping","Clearwater, Florida, United States",Collective of Private brands.,"50,943",https://www.wholesomegoods.com/,$1M to $10M,Wayflyer,Wayflyer,https://x.com/wholesomegoods,https://www.linkedin.com/company/wholesome-goods-inc/,51-100,"$15,000,000","Oct 1, 2017"
vTv Therapeutics,https://www.crunchbase.com/organization/vtv-therapeutics,"Sep 2, 2025","$172,000,000",Not Started,"Biotechnology, Health Care, Innovation Management, Pharmaceutical","High Point, North Carolina, United States","vTv Therapeutics is a pharmaceutical company, focuses on the discovery and development of human therapeutics to fill unmet medical needs.","51,262",http://vtvtherapeutics.com/,$1M to $10M,"Samsara BioCapital, Invus, Trails Edge Capital Partners, JDRF T1D Fund, MacAndrews & Forbes, Incorporated","CinPax, G42 Healthcare, JDRF T1D Fund, Samsara BioCapital",,https://www.linkedin.com/company/vtv_therapeutics/people/,11-50,"$80,000,000",1998
UnderTheDoormat Group,https://www.crunchbase.com/organization/underthedoormat-group,"Sep 2, 2025","$7,000,000",Not Started,"PropTech, Real Estate, SaaS, Software","London, England, United Kingdom",UnderTheDoormat Group offers short-term rental solutions and technology for property managers to optimize revenue.,"52,078",https://www.underthedoormatgroup.com/,$1M to $10M,"Omran Group, Smedvig Capital",Omran Group,,https://www.linkedin.com/company/underthedoormatgroup,11-50,"$7,000,000",2014
Scor,https://www.crunchbase.com/organization/scor,"Sep 2, 2025","€1,000,000,000",Not Started,"Financial Services, Health Insurance, Insurance, InsurTech, Life Insurance","Paris, Ile-de-France, France","SCOR is a reinsurance company that provides financial solutions, analytics tools, and services to control and manage risk.","52,343",https://www.scor.com/,$10B+,—,—,https://x.com/SCOR_SE,https://www.linkedin.com/company/scor,1001-5000,"€500,000,000",1970
Vier Gas Transport,https://www.crunchbase.com/organization/vier-gas-transport-gmbh,"Sep 2, 2025","€500,000,000",Not Started,"Asset Management, Energy, Professional Services","Essen, Nordrhein-Westfalen, Germany","Vier Gas Transport engages in the administration, holding, investment & acquisition of assets in the gas transport and energy industry.","61,555",https://viergas.de/de,$1B to $10B,—,—,,https://www.linkedin.com/company/vier-gas-transport,1001-5000,"€500,000,000","Jan 10, 2012"
Access Optics,https://www.crunchbase.com/organization/access-optics,"Sep 2, 2025","$6,850,000",Not Started,"Commercial, Machinery Manufacturing, Manufacturing, Medical, Service Industry","Broken Arrow, Oklahoma, United States","Access Optics designs and develops micro-scale optics for the medtech, diagnostic imaging, and analytical instrumentation markets.","63,595",https://www.accessoptics.com/,$1M to $10M,"Sante Ventures, Cortado Ventures, Atento Capital, Plains Ventures, Oklahoma Life Science Fund",Oklahoma Life Science Fund,https://x.com/AccessOptics,https://www.linkedin.com/company/access-optics/,11-50,"$2,350,000",2000
Precigen,https://www.crunchbase.com/organization/intrexon-corporation,"Sep 2, 2025","$809,803,901",Not Started,"Biotechnology, Life Science, Medical, Therapeutics","Germantown, Maryland, United States",Precigen is a life sciences company researching and developing bio-therapeutic control systems to minimize toxicity.,"63,884",https://precigen.com/,$1M to $10M,"Pharmakon Advisors, Third Security, Patient Capital Management, Randal J. Kirk, NewVa Capital Partners","NewVa Capital Partners, Patient Capital Management, Pharmakon Advisors, Third Security",https://x.com/precigen,https://www.linkedin.com/company/precigen,101-250,"$100,000,000",1998
Evonik Industries,https://www.crunchbase.com/organization/evonik-industries,"Sep 2, 2025","€3,400,000,000",Not Started,"Chemical, Chemical Engineering, Industrial, Industrial Engineering","Essen, Nordrhein-Westfalen, Germany","Evonik is specialty chemical companies that offers chemicals for use in nutrition, resource efficiency, technology, and infrastructure.","67,781",https://corporate.evonik.com/,$10B+,"European Investment Bank, Temasek Holdings, CVC Capital Partners","CVC Capital Partners, European Investment Bank, Temasek Holdings",https://x.com/Evonik,https://www.linkedin.com/company/evonik,10001+,"€500,000,000",2007
Rexel Worldwide,https://www.crunchbase.com/organization/rexel-worldwide,"Sep 2, 2025","€1,000,000,000",Not Started,"Electronics, Energy, Energy Efficiency, Logistics","Paris, Ile-de-France, France",Rexel is a professional distributor of electrical products and services for the world of energy.,"87,692",http://www.rexel.com/en/,$10B+,—,—,https://x.com/Rexel_Group,https://www.linkedin.com/company/rexel,10001+,"€400,000,000",1967
Air Lease,https://www.crunchbase.com/organization/air-lease-corp,"Sep 2, 2025","$19,132,798,532",Not Started,"Air Transportation, Finance, Leasing","Los Angeles, California, United States",Air Lease is an aircraft leasing company engaged in purchasing commercial aircraft and leasing them to its airline customers.,"106,090",https://airleasecorp.com/,$1B to $10B,"Citi, Apollo, Brookfield Asset Management, Sumitomo Mitsui Banking Corporation, SMBC Aviation Capital",—,https://x.com/AirLeaseCorp,http://www.linkedin.com/company/air-lease-corporation,101-250,"$12,100,000,000",2010
Warrior Met Coal,https://www.crunchbase.com/organization/warrior-met-coal,"Sep 2, 2025","$643,000,000",Not Started,"Logistics, Manufacturing, Mining, Transportation","Brookwood, Alabama, United States",Warrior Met Coal is a leading producer and exporter of metallurgical coal for the global steel industry.,"128,689",http://www.warriormetcoal.com/,$1B to $10B,—,—,https://x.com/WarriorMetCoal,https://www.linkedin.com/company/warrior-met-coal-inc/about/,1001-5000,"$143,000,000",2016
TNF Pharmaceuticals,https://www.crunchbase.com/organization/mymd-01b6,"Sep 2, 2025","$29,000,000",Not Started,"Biotechnology, Clinical Trials, Pharmaceutical","Baltimore, Maryland, United States",TNF Pharmaceuticals is researching groundbreaking treatments to address serious and debilitating autoimmune and inflammatory illnesses.,"179,220",https://tnfpharma.com/,$1M to $10M,PharmaCyte Biotech,PharmaCyte Biotech,,https://www.linkedin.com/company/tnf-pharmaceuticals,1-10,"$7,000,000",2014
POOLCORP,https://www.crunchbase.com/organization/pool-corporation,"Sep 2, 2025","$1,100,000,000",Not Started,"Leisure, Logistics, Swimming, Wholesale","Covington, Louisiana, United States",POOLCORP leads the pack as the world's largest wholesale distributor of swimming pool supplies,"196,293",http://www.poolcorp.com/,$1B to $10B,Berkshire Hathaway,Berkshire Hathaway,https://x.com/poolcorp,http://www.linkedin.com/company/poolcorp,5001-10000,"$1,100,000,000",1983
Wheeler Real Estate Investment Trust,https://www.crunchbase.com/organization/wheeler-real-estate-investment-trust,"Sep 2, 2025","$18,000,000",Not Started,"Commercial Real Estate, Leasing, Real Estate","Virginia Beach, Virginia, United States","Wheeler Real Estate Investment Trust, Inc. is a leading REIT dedicated to opportunistically acquiring and re-invigorating well-located,","1,556,593",http://whlr.us/,$50M to $100M,Diveroli Investment Group,Diveroli Investment Group,https://x.com/wheelerreit,https://www.linkedin.com/company/wheeler-real-estate-investment-trust,11-50,—,1999
Intercom,https://www.crunchbase.com/organization/intercom,"Sep 1, 2025","$240,000,000",Not Started,"CRM, Marketing Automation, SaaS, Sales Automation","San Francisco, California, United States",Intercom is a software company that creates modern customer service software that redefines how businesses support their customers.,744,https://www.intercom.com/,$100M to $500M,"500 Global, Bessemer Venture Partners, Index Ventures, Kleiner Perkins, ICONIQ Growth","Bessemer Venture Partners, ICONIQ Growth, Index Ventures, Kleiner Perkins, Social Capital",https://x.com/intercom,https://www.linkedin.com/company/intercom,501-1000,—,Aug 2011
Netomnia,https://www.crunchbase.com/organization/netomnia,"Sep 1, 2025","£948,000,000",Not Started,"Internet, Service Industry, Telecommunications","London, England, United Kingdom",Netomnia is a network operator that builds and operates full-fiber optic networks to support internet connectivity.,"1,432",https://www.netomnia.com/,$100M to $500M,"Bain Capital, I Squared Capital, Standard Chartered Bank, Avenue Capital Group, National Wealth Fund","Avenue Capital Group, DigitalBridge Investment Management, I Squared Capital, Palistar Capital",https://x.com/netomniafibre,https://www.linkedin.com/company/netomnia,101-250,"£140,000,000",2019
Korsana Biosciences,https://www.crunchbase.com/organization/korsana-biosciences,"Sep 1, 2025","$175,000,000",Not Started,"Biopharma, Biotechnology, Health Care, Medical, Neuroscience, Pharmaceutical, Therapeutics","Waltham, Massachusetts, United States",Korsana Biosciences develops THETA-enabled antibody therapies for neurodegenerative diseases including Alzheimer’s.,"2,210",https://www.korsana.com/,—,"Wellington Management, Janus Henderson Investors, TCG Crossover, Foresite Capital, JP Morgan","TCG Crossover, Wellington Management",,https://www.linkedin.com/company/korsana-biosciences/,1-10,"$150,000,000","Jan 1, 2024"
McLaren Racing,https://www.crunchbase.com/organization/mclaren-racing,"Sep 1, 2025","£185,000,000",Not Started,Racing,"Woking, Surrey, United Kingdom","One of the most successful teams in Grand Prix racing, creating some of the most iconic cars in the sport's history.","2,289",https://www.mclaren.com/racing/,$500M to $1B,"UBS O'Connor, Bahrain Mumtalakat Holding, CYVN Holdings, The Najafi Companies, MSP Sports Capital","Bahrain Mumtalakat Holding, CYVN Holdings, MSP Sports Capital",,https://www.linkedin.com/company-beta/3016067/,1001-5000,—,1989
Loft Orbital,https://www.crunchbase.com/organization/loft-orbital-solutions-inc,"Sep 1, 2025","$326,200,000",Not Started,"Aerospace, Satellite Communication, Space Travel","San Francisco, California, United States","Loft Orbital leases space on satellites for any organization to collect information about the Earth, from space.","3,101",http://www.loftorbital.com/,—,"Alumni Ventures, Bpifrance, BlackRock, Temasek Holdings, Uncork Capital","AXIAL Partners, BlackRock, Foundation Capital, Tikehau Capital, Uncork Capital",https://x.com/loftorbital,https://www.linkedin.com/company/loft-orbital,251-500,—,2017
